行号,经度,纬度,速率,2015-04-08,2015-05-02,2015-07-01,2015-07-25,2015-08-18,2015-09-11,2015-10-05,2015-11-22,2015-12-16,2016-01-09,2016-02-02,2016-02-26,2016-03-21,2016-04-14,2016-05-08,2016-06-01,2016-07-19,2016-08-12,2016-09-29,2016-10-11,2016-10-23,2016-11-04,2016-11-16,2016-11-28,2016-12-10,2016-12-22,2017-01-03,2017-01-15,2017-01-27,2017-02-08,2017-02-20,2017-03-04,2017-03-16,2017-03-28,2017-04-09,2017-04-21,2017-05-03,2017-05-15,2017-05-27,2017-06-08,2017-07-02,2017-07-14,2017-07-26,2017-08-07,2017-08-19,2017-08-31,2017-09-12,2017-09-24,2017-10-06,2017-10-18,2017-10-30,2017-11-11,2017-11-23,2017-12-05,2017-12-17,2017-12-29,2018-01-10,2018-01-22,2018-02-03,2018-02-15,2018-02-27,2018-03-11,2018-03-23,2018-04-04,2018-04-16,2018-04-28,2018-05-10,2018-05-22,2018-06-03,2018-06-15,2018-06-27,2018-07-09,2018-07-21,2018-08-02,2018-08-14,2018-08-26,2018-09-07,2018-09-19,2018-10-01,2018-10-13,2018-10-25,2018-11-06,2018-11-18,2018-11-30,2018-12-12,2018-12-24,2019-01-05,2019-01-17,2019-02-10,2019-02-16,2019-02-22,2019-03-06,2019-03-12,2019-03-18,2019-03-24,2019-03-30,2019-04-05,2019-04-11,2019-04-17,2019-04-23,2019-04-29,2019-05-05,2019-05-11,2019-05-17,2019-05-23,2019-05-29,2019-06-04,2019-06-10,2019-06-16,2019-06-22,2019-06-28,2019-07-04,2019-07-10,2019-07-16,2019-07-22,2019-07-28,2019-08-03,2019-08-09,2019-08-15,2019-08-21,2019-08-27,2019-09-02,2019-09-08,2019-09-20,2019-09-26,2019-10-02,2019-10-08,2019-10-14,2019-10-20,2019-10-26,2019-11-01,2019-11-07,2019-11-13,2019-11-19,2019-11-25,2019-12-01,2019-12-07,2019-12-13,2019-12-19,2019-12-25,2019-12-31,2020-01-06,2020-01-12,2020-01-18,2020-01-24,2020-01-30,2020-02-05,2020-02-17,2020-02-29,2020-03-12,2020-03-24,2020-04-05,2020-04-17,2020-04-29,2020-05-11,2020-05-23,2020-06-04,2020-06-16,2020-06-28,2020-07-10,2020-07-22,2020-08-03,2020-08-15,2020-08-27,2020-09-08,2020-09-20,2020-10-02,2020-10-14,2020-10-26,2020-11-07,2020-11-19,2020-12-01,2020-12-13,2020-12-25,2021-01-06,2021-01-18,2021-01-30,2021-02-11,2021-02-23,2021-03-07,2021-03-19,2021-03-31,2021-04-12,2021-04-24,2021-05-06,2021-05-18,2021-05-30,2021-06-11,2021-06-23,2021-07-05,2021-07-17,2021-07-29,2021-08-10,2021-08-22,2021-09-03,2021-09-27,2021-10-09,2021-10-21,2021-11-02,2021-11-14,2021-12-20,2022-01-01,2022-01-25,2022-02-06,2022-03-14,2022-04-07,2022-04-19,2022-05-01,2022-05-25,2022-06-06,2022-06-30,2022-07-24,2022-08-05,2022-08-17,2022-08-29,2022-09-10,2022-09-22,2022-10-04,2022-10-28,2022-11-09,2022-11-21,2022-12-03,2022-12-15,2022-12-27,2023-01-08,2023-01-20,2023-02-01,2023-02-13,2023-02-25,2023-03-09,2023-03-21,2023-04-02,2023-04-14,2023-04-26,2023-05-08,2023-05-20,2023-06-01,2023-06-13,2023-07-31,2023-08-12,2023-08-24,2023-09-05,2023-09-17,2023-09-29,2023-10-11,2023-10-23,2023-11-04,2023-11-16,2023-11-28,2024-01-03,2024-01-15,2024-01-27,2024-02-08,2024-02-20,2024-03-03,2024-03-15,2024-03-27,2024-04-08,2024-04-20,2024-05-02,2024-05-26,2024-06-07,2024-06-19,2024-07-01,2024-07-13,2024-07-25,2024-08-06,2024-08-18,2024-08-30,2024-09-11,2024-09-23,2024-10-05,2024-10-17,2024-10-29
51791,118.6302,31.95887,1.418402,-41.1022,-43.2668,-41.1022,-40.3803,-40.3803,-38.3818,-36.1392,-31.5058,-21.1086,-18.0482,-18.0482,-18.0482,-25.3382,-29.1439,-32.0516,-40.6417,-40.6417,-32.0516,-32.9424,-29.586,-27.0419,-25.7855,-21.9623,-15.8336,-14.801,-13.5434,-13.5434,-13.5434,-13.6005,-14.8581,-14.8421,-18.6302,-18.6302,-23.2776,-22.5529,-25.5967,-31.7863,-32.7187,-35.1378,-36.0424,-39.6057,-43.5405,-46.7541,-46.7541,-46.7541,-44.4381,-37.1483,-33.5059,-30.7703,-26.5962,-21.7823,-20.0344,-17.101,-14.0524,-12.8613,-12.8613,-6.66158,-7.09391,-15.0057,-17.4187,-20.518,-23.0191,-24.2446,-29.3259,-31.9248,-33.3129,-35.4471,-43.9815,-50.5878,-45.406,-51.0471,-52.6645,-51.2982,-51.2982,-51.2982,-51.2982,-47.9922,-43.9856,-41.5582,-39.0947,-36.3772,-34.3794,-30.3523,-23.5479,-20.6506,-17.2454,-17.5282,-12.083,-12.3755,-17.8208,-19.2615,-24.7245,-23.4801,-24.7245,-27.5133,-26.6038,-30.3554,-28.8765,-28.8765,-28.8765,-32.8618,-38.0171,-40.3841,-43.3665,-43.3665,-44.9659,-44.9659,-46.4295,-45.0374,-42.1077,-40.596,-38.6509,-40.5668,-40.5668,-45.6427,-47.9597,-48.9936,-50.1518,-47.4182,-46.26,-45.699,-45.699,-41.4075,-38.7884,-35.2931,-35.2931,-31.1426,-28.293,-27.6747,-26.1856,-27.6747,-25.8668,-23.0762,-17.097,-9.60994,-9.60994,-9.52777,-9.52777,-8.90345,-8.00289,-8.00289,-7.93966,-8.245,-8.43612,-8.43612,-8.43612,-9.06248,-10.0336,-11.1826,-17.0507,-23.3039,-27.1516,-32.8484,-38.9905,-42.0556,-42.0556,-43.4361,-43.4361,-43.0181,-43.0181,-43.0181,-44.9802,-48.9584,-49.1773,-49.1773,-45.7592,-44.9276,-36.5368,-29.8662,-27.7026,-25.3133,-20.2096,-11.5532,-8.77528,-7.91258,-7.91258,-7.91258,-8.15819,-9.27085,-10.9137,-12.3154,-15.2418,-21.7717,-27.1394,-29.9008,-33.6009,-36.7314,-38.733,-42.1638,-42.1638,-43.7507,-43.7507,-42.1243,-42.6132,-40.4592,-40.4592,-36.7745,-29.64,-24.5129,-22.6009,-19.3533,-13.5826,-13.5826,-13.5826,-20.2653,-30.5112,-32.6474,-34.5416,-36.3276,-34.9559,-36.6825,-38.3114,-36.6825,-38.3114,-39.9725,-39.9725,-34.4402,-28.4094,-24.1158,-21.1511,-18.2405,-8.85894,-8.85894,-1.96813,-1.96813,-3.06785,-3.72227,-6.78092,-5.5897,-8.35656,-14.8854,-19.3361,-23.2705,-25.181,-26.9146,-35.4961,-44.8606,-46.5241,-49.9281,-51.2552,-51.2552,-47.8513,-45.4515,-39.1984,-37.4531,-35.3298,-27.7492,-21.6219,-20.9294,-15.5702,-10.3391,-10.3391,-10.3391,-12.9945,-15.5643,-18.6607,-25.3129,-25.3129,-30.7489,-36.5142,-41.3785,-41.1643,-41.1643,-46.4656,-46.4656,-50.3156,-49.9903,-51.6985,-51.6985,-49.9903,-40.2253,-30.1521,-29.0866,-28.8904
